airport,day_start,day_end,min_start,min_end,n_flights,capacity_reduction_mean
LEMD,45,45,740,840,78,0.3119429590017825
LEMD,35,35,740,800,26,0.0789915966386555
LEMD,34,34,640,700,35,0.5181554103122731
LEMD,55,55,720,820,30,0.6239907727797002
LEMD,36,36,1160,1220,55,0.8135026737967914
LEMD,47,47,1260,1350,19,0.7670588235294117
LEMD,47,47,1180,1195,9,0.6147635524798154
LEMD,47,47,640,810,27,0.5869495339119254
LEMD,36,36,460,540,30,0.2442067736185383
LEMD,36,36,1140,1160,55,0.8135026737967914
LEMD,36,36,660,820,81,0.5774886877828054
LEMD,38,38,740,820,49,0.5230226922229566
LEMD,37,37,660,820,97,0.1456356736242884
LEMD,48,48,1160,1240,52,0.5134453781512606
LEMD,29,29,1120,1200,5,0.8025210084033614
LEMD,48,48,740,800,37,0.5562817719680465
LEMD,29,29,700,780,47,0.5912364945978391
LEMD,56,56,720,820,45,0.5477941176470589
LEMD,49,49,660,820,103,0.4458521870286576
LEMD,39,39,1140,1220,20,0.5343137254901961
LEMD,49,49,440,540,24,0.5437908496732027
LEMD,49,49,1260,1340,131,0.5958732330141359
LEMD,49,49,1160,1260,131,0.5958732330141359
LEMD,39,39,660,760,56,0.5429278507519513
LEMD,39,39,440,540,20,0.5131516021042564
LEMD,51,51,440,540,77,0.5775713794289645
LEMD,30,30,1140,1230,48,0.4429193899782135
LEMD,30,30,720,780,31,0.3034055727554179
LEMD,30,30,1260,1350,48,0.4429193899782135
LEMD,30,30,1230,1260,48,0.4429193899782135
LEMD,50,50,720,820,55,0.492845786963434
LEMD,51,51,720,743,51,0.7075393537696769
LEMD,51,51,700,720,51,0.7075393537696769
LEMD,50,50,460,520,74,0.6975308641975309
LEMD,30,30,440,500,5,0.6392156862745099
LEMD,50,50,1260,1320,29,0.3534571723426212
LEMD,50,50,1220,1260,29,0.3534571723426212
LEMD,51,51,1140,1240,30,0.5098039215686274
LEMD,51,51,743,820,51,0.7075393537696769
LEMD,40,40,740,800,44,0.7428887047776856
LEMD,40,40,1180,1230,116,0.6412397216951297
LEMD,40,40,1230,1260,116,0.6412397216951297
LEMD,40,40,1260,1380,116,0.6412397216951297
LEMD,31,31,740,840,99,0.4293239683933275
LEMD,31,31,1260,1320,51,0.5500515995872033
LEMD,31,31,440,540,24,0.6424697538589905
LEMD,31,31,1140,1230,51,0.5500515995872033
LEMD,31,31,1230,1260,51,0.5500515995872033
LEMD,43,43,720,820,68,0.1698679471788715
LEMD,33,33,960,1290,159,0.2122140522875816
LEMD,32,32,1260,1400,76,0.3024955436720143
LEMD,43,43,420,520,52,0.2102187028657617
LEMD,33,33,700,820,60,0.3375565610859728
LEMD,33,33,440,540,48,0.3640350877192982
LEMD,33,33,1290,1350,159,0.2122140522875816
LEMD,43,43,1230,1260,51,0.4950308890679559
LEMD,43,43,1140,1230,51,0.4950308890679559
LEMD,32,32,1180,1260,76,0.3024955436720143
LEMD,43,43,1260,1317,51,0.4950308890679559
LEMD,53,53,1220,1340,52,0.3224400871459694
LEMD,53,53,1180,1220,52,0.3224400871459694
LEMD,52,52,440,520,27,0.5397923875432526
LEMD,52,52,1120,1220,25,0.8663398692810458
LEMD,54,54,720,800,47,0.6388361796331435
LEMD,53,53,720,800,21,0.7232704402515724
LEMD,42,42,640,800,48,0.5288264559555165
LEMD,42,42,1230,1260,56,0.4020734730673878
LEMD,42,42,1140,1230,56,0.4020734730673878
LEMD,42,42,440,520,13,0.5196078431372549
LEMD,42,42,1260,1300,56,0.4020734730673878
LEMD,44,44,660,820,73,0.4313725490196078
LFPG,35,35,1000,1060,35,0.7914987912973409
LFPG,46,46,360,440,25,0.4922572960095294
LFPG,45,45,1000,1100,49,0.4901289282836422
LFPG,35,35,1060,1080,35,0.7914987912973409
LFPG,35,35,660,760,14,0.5779517286366601
LFPG,35,35,1140,1220,35,0.7914987912973409
LFPG,35,35,840,940,33,0.7368114252404547
LFPG,35,35,1080,1140,35,0.7914987912973409
LFPG,35,35,1000,1010,4,0.7585616438356164
LFPG,36,36,520,540,139,0.6675799086757991
LFPG,36,36,745,860,139,0.6675799086757991
LFPG,36,36,860,980,139,0.6675799086757991
LFPG,36,36,540,620,139,0.6675799086757991
LFPG,36,36,620,630,139,0.6675799086757991
LFPG,36,36,630,745,139,0.6675799086757991
LFPG,38,38,680,740,14,0.6169457128361238
LFPG,50,50,1040,1140,42,0.3759512937595129
LFPG,31,31,300,330,9,0.745814307458143
LFPG,31,31,480,660,18,0.6844422700587084
LFPG,31,31,1020,1078,9,0.7924130663856691
LFPG,32,32,1040,1140,35,0.5840597758405978
LFPG,54,54,540,550,1,0.410958904109589
LFPO,51,51,990,1000,0,0.6447368421052632
LFPO,45,45,1180,1240,20,0.3909774436090226
LFPO,35,35,1220,1230,2,0.5043859649122807
LFPO,35,35,320,400,15,0.4802631578947368
LFPO,46,46,1160,1280,24,0.214377406931964
LFPO,35,35,560,660,9,0.6331269349845201
LFPO,45,45,540,640,9,0.6263157894736843
LFPO,35,35,840,1000,10,0.6829573934837093
LFPO,45,45,1240,1290,20,0.3909774436090226
LFPO,35,35,1000,1060,10,0.6829573934837093
LFPO,34,34,1260,1290,66,0.7332123411978222
LFPO,34,34,1140,1260,66,0.7332123411978222
LFPO,47,47,1220,1280,11,0.4511278195488721
LFPO,36,36,360,480,4,0.4183303085299455
LFPO,36,36,1200,1290,19,0.7214912280701754
LFPO,36,36,1120,1200,19,0.7214912280701754
LFPO,37,37,1180,1290,14,0.7379862700228832
LFPO,38,38,540,660,15,0.4291979949874687
LFPO,37,37,540,690,25,0.4397660818713451
LFPO,29,29,1260,1280,30,0.5692803437164339
LFPO,48,48,560,640,16,0.3894736842105263
LFPO,48,48,1220,1280,10,0.3983253588516746
LFPO,29,29,1180,1260,30,0.5692803437164339
LFPO,29,29,1120,1180,30,0.5692803437164339
LFPO,49,49,360,420,11,-0.2548476454293628
LFPO,39,39,660,720,18,0.1693657219973009
LFPO,39,39,1040,1050,7,-0.1743421052631578
LFPO,49,49,560,660,74,0.4035757332261953
LFPO,39,39,600,660,18,0.1693657219973009
LFPO,50,50,560,700,35,0.7778768956289027
LFPO,51,51,990,1110,9,0.4453441295546558
LFPO,30,30,560,680,29,0.5455712451861361
LFPO,30,30,1160,1290,36,0.0986842105263157
LFPO,30,30,360,440,4,0.2506925207756232
LFPO,51,51,580,660,11,0.8002699055330634
LFPO,51,51,1160,1290,20,0.1680622009569378
LFPO,32,32,1170,1290,16,0.6776315789473685
LGAV,45,45,900,1200,65,0.1840087623220153
LGAV,35,35,670,724,83,0.106060606060606
LGAV,35,35,500,520,83,0.106060606060606
LGAV,45,45,500,860,73,0.0639894086496027
LGAV,35,35,520,670,83,0.106060606060606
LGAV,55,55,480,710,166,0.162569573283859
LGAV,55,55,710,1200,166,0.162569573283859
LGAV,47,47,340,480,168,0.1666666666666667
LGAV,47,47,600,1240,168,0.1666666666666667
LGAV,36,36,500,780,158,0.0565237870937353
LGAV,47,47,480,600,168,0.1666666666666667
LGAV,36,36,780,1100,158,0.0565237870937353
LGAV,29,29,1080,1220,68,-0.0656565656565655
LGAV,56,56,1060,1260,193,0.1918059518956379
LGAV,56,56,500,1060,193,0.1918059518956379
LGAV,29,29,980,1080,68,-0.0656565656565655
LGAV,49,49,340,400,248,0.020151515151515
LGAV,49,49,400,1280,248,0.020151515151515
LGAV,30,30,740,1260,173,0.1618675442204854
LGAV,50,50,720,1200,169,0.0923753665689149
LGAV,50,50,500,660,169,0.0923753665689149
LGAV,30,30,500,740,173,0.1618675442204854
LGAV,50,50,660,720,169,0.0923753665689149
LGAV,30,30,340,420,12,-0.2859848484848485
LGAV,50,50,300,400,199,0.3618955512572533
LGAV,41,41,260,334,14,-0.7026515151515152
LGAV,40,40,960,1010,214,0.0695773524720893
LGAV,40,40,500,960,214,0.0695773524720893
LGAV,40,40,1010,1200,214,0.0695773524720893
LGAV,32,32,655,945,244,0.1752543485395471
LGAV,32,32,480,655,244,0.1752543485395471
LGAV,32,32,945,1320,244,0.1752543485395471
LGAV,31,31,520,1260,197,-0.0483471074380164
LGAV,33,33,500,540,100,-0.0763293310463122
LGAV,43,43,340,400,7,-0.1626794258373205
LGAV,43,43,1080,1120,181,-0.0325581395348837
LGAV,43,43,780,960,181,-0.0325581395348837
LGAV,33,33,540,780,100,-0.0763293310463122
LGAV,43,43,1120,1230,181,-0.0325581395348837
LGAV,43,43,680,780,181,-0.0325581395348837
LGAV,33,33,900,1200,51,0.2409713574097135
LGAV,43,43,600,680,181,-0.0325581395348837
LGAV,43,43,520,600,181,-0.0325581395348837
LGAV,33,33,300,440,206,0.2306595365418894
LGAV,43,43,960,1080,181,-0.0325581395348837
LGAV,54,54,540,880,198,0.281894576012223
LGAV,54,54,500,540,198,0.281894576012223
LGAV,54,54,940,1220,198,0.281894576012223
LGAV,54,54,880,940,198,0.281894576012223
LGAV,44,44,340,350,10,0.3210227272727273
LGAV,42,42,500,660,193,0.037109375
LGAV,44,44,760,940,197,0.0415742793791574
LGAV,42,42,960,1340,193,0.037109375
LGAV,44,44,600,760,197,0.0415742793791574
LGAV,44,44,1040,1280,197,0.0415742793791574
LGAV,44,44,940,1040,197,0.0415742793791574
LGAV,44,44,480,600,197,0.0415742793791574
LGAV,42,42,660,960,193,0.037109375
LIMC,35,35,880,1140,32,0.756125356125356
LIMC,35,35,480,600,29,0.1229603729603729
LIMC,35,35,618,658,1,0.4230769230769231
LIMC,34,34,1040,1125,38,0.5892307692307692
LIMC,34,34,960,1040,38,0.5892307692307692
LIMC,36,36,960,1111,77,0.1226935058710759
LIMC,36,36,913,952,3,0.2735042735042735
LIMC,37,37,1180,1340,24,0.6782464846980977
LIMC,38,38,1280,1351,1,0.3547008547008546
LIMC,37,37,900,1014,26,0.684885290148448
LIMC,47,47,866,940,7,0.6117216117216118
LIMC,47,47,565,651,5,0.6974358974358974
LIMC,29,29,1260,1340,13,0.0822281167108752
LIMC,48,48,497,653,6,0.6709401709401709
LIMC,29,29,980,1160,39,0.4806605823554976
LIMC,48,48,860,897,5,0.4547008547008547
LIMC,29,29,497,695,3,0.547008547008547
LIMC,30,30,960,1038,15,0.4809255784865541
LIMC,39,39,1020,1200,65,0.389363722697056
LIMC,39,39,690,810,8,0.5990675990675991
LIMC,56,56,433,620,4,0.4423076923076923
LIMC,50,50,580,640,19,0.1886446886446886
LIMC,51,51,968,1028,3,0.5384615384615384
LIMC,30,30,523,660,3,0.6282051282051282
LIMC,51,51,510,591,35,0.3802376485303314
LIMC,50,50,960,1036,19,0.2231462231462231
LIMC,41,41,1000,1040,54,0.6879217273954117
LIMC,41,41,1040,1105,54,0.6879217273954117
LIMC,41,41,1105,1258,54,0.6879217273954117
LIMC,41,41,900,1000,54,0.6879217273954117
LIMC,40,40,1080,1170,13,0.7112597547380156
LIMC,41,41,480,620,16,0.492439184746877
LIRF,48,48,300,341,20,0.6022222222222221
LIRF,40,40,280,480,44,0.6606929510155316
LIRF,40,40,600,720,37,0.5168350168350169
LOWW,35,35,820,900,109,0.0927734375
LOWW,35,35,940,1080,18,0.749
LOWW,55,55,980,1100,20,0.60625
LOWW,37,37,960,1080,12,0.3102272727272727
LOWW,38,38,340,635,41,0.5929166666666666
LOWW,56,56,1200,1260,4,0.65625
LOWW,56,56,860,870,29,0.7421428571428571
LOWW,56,56,885,1120,29,0.7421428571428571
LOWW,56,56,870,885,29,0.7421428571428571
LOWW,56,56,540,630,12,0.65
LOWW,30,30,860,900,47,0.505
LOWW,30,30,810,860,47,0.505
LOWW,30,30,900,1100,47,0.505
LOWW,51,51,1000,1080,6,0.4442307692307692
LOWW,50,50,360,460,22,0.4633928571428571
LOWW,41,41,360,480,9,0.575
LOWW,41,41,540,660,15,0.2125
LOWW,40,40,1030,1300,39,0.7072033898305085
LOWW,40,40,820,900,9,0.44
LOWW,40,40,980,1030,39,0.7072033898305085
LOWW,40,40,360,460,19,0.5447916666666667
LOWW,41,41,860,965,85,0.4612385321100917
LOWW,41,41,965,1120,85,0.4612385321100917
LOWW,33,33,940,991,92,0.2123853211009174
LOWW,33,33,880,940,92,0.2123853211009174
LOWW,53,53,560,680,79,0.3095454545454545
LOWW,42,42,800,890,20,0.4260869565217391
LOWW,44,44,800,860,11,0.231578947368421
LPPT,35,35,520,600,75,0.1482000935016363
LPPT,46,46,740,980,80,0.0353514831369361
LPPT,35,35,380,520,75,0.1482000935016363
LPPT,35,35,840,920,29,0.6097308488612836
LPPT,35,35,1260,1380,51,0.6502557544757033
LPPT,35,35,1040,1140,8,0.3076923076923076
LPPT,46,46,680,740,80,0.0353514831369361
LPPT,45,45,700,960,99,-0.0177462289263531
LPPT,34,34,780,840,92,0.4880785413744741
LPPT,55,55,800,920,110,0.2411399342345634
LPPT,34,34,1320,1400,22,0.1001317523056654
LPPT,34,34,720,780,92,0.4880785413744741
LPPT,55,55,480,640,41,0.4623188405797101
LPPT,34,34,1240,1320,22,0.1001317523056654
LPPT,47,47,780,800,39,0.3630434782608695
LPPT,47,47,900,960,13,0.5217391304347826
LPPT,47,47,1080,1203,28,0.6482213438735177
LPPT,36,36,1260,1380,13,0.2924901185770751
LPPT,47,47,540,780,67,0.4239130434782608
LPPT,47,47,960,1080,23,0.5334448160535118
LPPT,47,47,800,900,39,0.3630434782608695
LPPT,36,36,960,1140,163,0.1925749454040103
LPPT,36,36,600,780,163,0.1925749454040103
LPPT,47,47,300,541,52,0.5241106719367589
LPPT,36,36,780,960,163,0.1925749454040103
LPPT,38,38,840,920,42,0.2190423775454044
LPPT,37,37,1320,1380,17,0.2189440993788819
LPPT,38,38,1320,1380,9,0.5601023017902813
LPPT,38,38,720,780,42,0.2190423775454044
LPPT,38,38,780,840,42,0.2190423775454044
LPPT,38,38,380,477,19,-0.1014492753623187
LPPT,37,37,930,1180,99,0.3218739467475565
LPPT,37,37,380,580,64,0.2458592132505176
LPPT,37,37,720,810,99,0.3218739467475565
LPPT,37,37,580,720,99,0.3218739467475565
LPPT,37,37,810,930,99,0.3218739467475565
LPPT,38,38,1260,1320,9,0.5601023017902813
LPPT,37,37,1240,1320,17,0.2189440993788819
LPPT,48,48,800,900,90,0.4879862700228832
LPPT,29,29,540,840,71,0.2658862876254181
LPPT,48,48,660,800,90,0.4879862700228832
LPPT,48,48,1260,1380,19,0.0402576489533011
LPPT,29,29,980,1100,18,0.3662714097496706
LPPT,56,56,1240,1340,17,0.1334332833583209
LPPT,48,48,380,460,15,-0.0916149068322981
LPPT,56,56,380,640,40,-0.4934782608695652
LPPT,29,29,1220,1370,27,0.2879227053140097
LPPT,39,39,1240,1260,32,0.4164759725400458
LPPT,49,49,1320,1400,27,0.3924485125858123
LPPT,49,49,1220,1320,27,0.3924485125858123
LPPT,49,49,500,900,122,0.2684973302822274
LPPT,30,30,1260,1380,20,-0.3548387096774193
LPPT,39,39,980,1080,29,0.247229326513214
LPPT,30,30,785,1020,47,0.3113810741687979
LPPT,39,39,680,780,122,0.134036532029843
LPPT,30,30,700,785,47,0.3113810741687979
LPPT,30,30,380,500,6,-0.0690537084398977
LPPT,49,49,360,500,122,0.2684973302822274
LPPT,39,39,1260,1380,32,0.4164759725400458
LPPT,51,51,540,620,29,0.1446124763705103
LPPT,50,50,720,940,53,0.5391304347826087
LPPT,50,50,380,480,47,0.461071789686552
LPPT,51,51,740,820,1,0.5652173913043478
LPPT,50,50,1220,1264,39,0.0579710144927535
LPPT,51,51,380,540,29,0.1446124763705103
LPPT,51,51,1240,1380,148,0.3346814964610717
LPPT,40,40,960,1140,27,0.2855731225296442
LPPT,41,41,360,520,42,0.0552104899930986
LPPT,40,40,1240,1320,11,0.3569794050343249
LPPT,41,41,840,1080,143,0.1444277861069465
LPPT,41,41,1240,1340,7,0.6086956521739131
LPPT,41,41,700,840,143,0.1444277861069465
LPPT,40,40,680,840,107,0.4607444479199249
LPPT,40,40,380,450,155,0.3023137554030002
LPPT,32,32,780,1140,172,0.109087348217783
LPPT,32,32,360,460,172,0.109087348217783
LPPT,32,32,660,700,172,0.109087348217783
LPPT,31,31,360,660,87,-0.323849104859335
LPPT,31,31,1020,1120,10,0.5246376811594203
LPPT,31,31,1260,1380,22,0.3842917251051893
LPPT,32,32,460,660,172,0.109087348217783
LPPT,32,32,700,780,172,0.109087348217783
LPPT,31,31,660,780,87,-0.323849104859335
LPPT,43,43,360,380,30,0.17896865520728
LPPT,43,43,380,460,30,0.17896865520728
LPPT,43,43,1220,1340,114,0.2989130434782608
LPPT,43,43,680,860,36,0.0330112721417069
LPPT,43,43,1020,1043,12,0.4619565217391304
LPPT,33,33,680,900,36,0.1177865612648222
LPPT,33,33,360,480,98,0.3402646502835538
LPPT,43,43,460,540,30,0.17896865520728
LPPT,52,52,1320,1380,21,0.0611045828437133
LPPT,52,52,680,820,19,0.2506393861892583
LPPT,52,52,980,1120,75,0.2777777777777778
LPPT,52,52,1240,1320,21,0.0611045828437133
LPPT,53,53,980,1160,23,0.4213438735177865
LPPT,53,53,380,505,14,0.4202898550724637
LPPT,54,54,1240,1320,37,0.2862318840579709
LPPT,53,53,540,640,24,0.4554865424430642
LPPT,54,54,680,960,79,-0.1286381602587136
LPPT,54,54,360,480,54,0.2572960095294818
LPPT,53,53,660,800,23,0.8217391304347825
LPPT,44,44,1200,1350,63,0.323671497584541
LPPT,42,42,590,710,19,0.4782608695652174
LPPT,42,42,940,1060,66,0.3864734299516908
LPPT,42,42,1060,1125,66,0.3864734299516908
LPPT,54,54,609,652,4,0.5108695652173914
LPPT,42,42,710,810,31,0.0754475703324807
LPPT,42,42,810,905,66,0.3864734299516908
LPPT,42,42,1380,1420,31,0.1702127659574468
LPPT,44,44,990,1140,63,0.323671497584541
LPPT,44,44,720,780,56,0.3534161490683229
LPPT,44,44,1350,1420,8,0.0483091787439613
LPPT,44,44,360,540,43,0.117456197274497
LPPT,42,42,360,520,13,0.5262368815592204
LPPT,44,44,780,840,56,0.3534161490683229
LPPT,44,44,600,720,7,0.6708074534161491
LPPT,42,42,1320,1380,31,0.1702127659574468
LPPT,42,42,1240,1320,31,0.1702127659574468
LPPT,44,44,1140,1200,63,0.323671497584541
LPPT,42,42,560,590,2,0.2717391304347826
LPPT,44,44,840,960,56,0.3534161490683229
LPPT,44,44,540,600,43,0.117456197274497
LPPT,42,42,905,940,66,0.3864734299516908
LSZH,35,35,1140,1260,15,0.5844594594594594
LSZH,35,35,480,540,84,0.4128260869565217
LSZH,35,35,800,920,96,0.1647727272727273
LSZH,35,35,540,600,84,0.4128260869565217
LSZH,46,46,820,900,98,0.5044573643410852
LSZH,34,34,540,600,37,0.3666666666666667
LSZH,34,34,801,960,129,0.523538961038961
LSZH,55,55,480,540,41,0.5270547945205479
LSZH,34,34,1075,1320,129,0.523538961038961
LSZH,55,55,540,600,41,0.5270547945205479
LSZH,34,34,780,801,129,0.523538961038961
LSZH,34,34,1020,1075,129,0.523538961038961
LSZH,34,34,480,540,37,0.3666666666666667
LSZH,55,55,345,420,29,0.6808333333333334
LSZH,34,34,960,1020,129,0.523538961038961
LSZH,47,47,480,540,52,0.1995967741935484
LSZH,47,47,540,600,52,0.1995967741935484
LSZH,36,36,810,900,14,0.3367647058823529
LSZH,47,47,600,620,52,0.1995967741935484
LSZH,36,36,480,540,37,0.2540816326530611
LSZH,36,36,540,600,37,0.2540816326530611
LSZH,36,36,1200,1280,7,0.6823529411764706
LSZH,38,38,780,840,150,0.190128205128205
LSZH,38,38,920,1140,150,0.190128205128205
LSZH,38,38,520,680,28,0.6453125
LSZH,38,38,840,920,150,0.190128205128205
LSZH,38,38,1140,1290,150,0.190128205128205
LSZH,37,37,380,420,19,0.278125
LSZH,37,37,460,490,50,0.5383333333333333
LSZH,37,37,340,380,19,0.278125
LSZH,38,38,480,520,28,0.6453125
LSZH,37,37,490,640,50,0.5383333333333333
LSZH,38,38,320,440,51,0.1657894736842104
LSZH,48,48,480,540,82,0.1483490566037735
LSZH,48,48,600,640,82,0.1483490566037735
LSZH,48,48,540,600,82,0.1483490566037735
LSZH,56,56,820,940,37,0.369811320754717
LSZH,56,56,345,420,30,0.2483333333333333
LSZH,29,29,345,420,21,0.3619565217391304
LSZH,30,30,1140,1260,39,0.2755434782608695
LSZH,49,49,540,600,56,0.1240506329113923
LSZH,39,39,480,700,103,-0.2082061068702289
LSZH,39,39,780,1000,59,0.0433823529411764
LSZH,39,39,1140,1180,15,0.5441666666666667
LSZH,49,49,480,540,56,0.1240506329113923
LSZH,49,49,600,620,56,0.1240506329113923
LSZH,30,30,540,600,46,0.3097222222222222
LSZH,30,30,480,540,46,0.3097222222222222
LSZH,49,49,820,880,77,0.2445
LSZH,51,51,480,540,27,0.4331395348837209
LSZH,50,50,800,880,26,0.4256944444444445
LSZH,50,50,540,600,66,0.5227528089887641
LSZH,50,50,480,540,66,0.5227528089887641
LSZH,51,51,540,600,27,0.4331395348837209
LSZH,40,40,870,1090,170,0.4261574074074074
LSZH,41,41,345,420,51,0.1851694915254237
LSZH,40,40,345,420,20,0.408695652173913
LSZH,41,41,780,1001,92,0.4910550458715595
LSZH,40,40,660,740,170,0.4261574074074074
LSZH,41,41,540,600,30,0.3511111111111111
LSZH,40,40,740,870,170,0.4261574074074074
LSZH,40,40,1090,1320,170,0.4261574074074074
LSZH,41,41,480,540,30,0.3511111111111111
LSZH,31,31,800,940,57,0.5258333333333334
LSZH,32,32,800,879,30,0.4386904761904762
LSZH,32,32,1120,1260,26,0.5280487804878049
LSZH,31,31,1101,1260,35,0.6459183673469389
LSZH,32,32,540,600,40,0.3512711864406779
LSZH,32,32,600,620,40,0.3512711864406779
LSZH,32,32,480,540,40,0.3512711864406779
LSZH,31,31,1020,1101,35,0.6459183673469389
LSZH,33,33,540,600,47,0.7347457627118643
LSZH,33,33,480,540,47,0.7347457627118643
LSZH,33,33,600,620,47,0.7347457627118643
LSZH,54,54,480,540,36,0.453125
LSZH,52,52,1140,1220,22,0.36328125
LSZH,54,54,820,960,112,0.0956140350877193
LSZH,53,53,480,540,27,0.5190789473684211
LSZH,54,54,540,600,36,0.453125
LSZH,54,54,600,620,36,0.453125
LSZH,53,53,540,580,27,0.5190789473684211
LSZH,53,53,820,900,59,-0.1265789473684209
LSZH,42,42,540,600,34,0.3268867924528302
LSZH,42,42,820,888,20,-0.0867647058823529
LSZH,44,44,480,540,47,0.4258333333333334
LSZH,44,44,540,600,47,0.4258333333333334
LSZH,44,44,600,620,47,0.4258333333333334
LSZH,44,44,820,920,24,-0.0804999999999999
LSZH,42,42,600,620,34,0.3268867924528302
LSZH,42,42,480,540,34,0.3268867924528302
LTFM,55,55,440,560,28,0.4316666666666666
LTFM,34,34,1140,1280,91,0.6571120689655172
LTFM,38,38,420,500,10,0.5444444444444445
LTFM,48,48,460,580,36,0.5410714285714285
LTFM,48,48,1140,1360,51,0.2904166666666666
LTFM,29,29,420,600,66,0.5557471264367816
LTFM,56,56,420,600,37,0.6143617021276595
LTFM,56,56,0,391,15,0.7463709677419355
LTFM,29,29,1140,1280,35,0.4696428571428571
LTFM,56,56,1140,1280,48,0.3831896551724137
LTFM,49,49,1140,1320,42,0.4922727272727273
LTFM,39,56,900,0,58,0.6224999999999999
LTFM,30,30,480,540,2,0.645
LTFM,49,49,420,540,25,0.3762820512820513
LTFM,30,30,1140,1260,34,0.4662499999999999
LTFM,49,49,840,1000,34,0.6104166666666666
LTFM,39,39,670,880,69,0.4533536585365853
LTFM,39,39,400,580,46,0.571875
LTFM,50,50,480,540,11,0.3041666666666667
LTFM,41,41,440,520,13,0.6659090909090909
LTFM,43,43,660,780,60,0.4713483146067416
LTFM,43,43,120,240,9,0.7384615384615385
LTFM,43,43,480,660,60,0.4713483146067416
LTFM,53,53,1140,1150,8,0.5333333333333333
LTFM,44,44,1200,1280,20,0.55
